sensor_id,device_id,timestamp,reading_type,reading_value,unit
sensor_0063,device_001,2025-10-28T23:03:13.945314,humidity,30.04,%
sensor_0068,device_004,2025-10-25T09:40:13.945327,humidity,-25.25,Hz
sensor_0035,device_005,2025-10-27T01:48:13.945340,error_type,107.43,Hz
sensor_0149,device_005,2025-10-28T13:09:13.945353,error_type,-43.59,
sensor_0027,device_007,2025-10-25T11:06:13.945367,vibration,35.15,Hz
sensor_0192,device_004,2025-10-27T01:09:13.945381,battery,133.91,%
sensor_0070,,2025-10-26T22:15:13.945395,battery,27.99,dBm
sensor_0117,,2025-10-27T02:23:13.945406,temperature,112.82,
sensor_0086,device_001,2025-10-27T14:14:13.945417,battery,16.33,
sensor_0067,device_004,2025-10-25T15:32:13.945429,battery,-20.29,
sensor_0089,device_009,2025-10-24T09:29:13.945439,battery,-47.79,g
sensor_0076,device_003,2025-10-24T09:55:13.945449,error_type,-14.58,C
sensor_0103,device_002,2025-10-30T06:40:13.945460,signal,26.2,Hz
sensor_0081,device_004,2025-10-26T23:43:13.945471,temperature,88.06,%
sensor_0047,device_005,2025-10-26T16:37:13.945482,temperature,-3.68,dBm
sensor_0186,,2025-10-26T09:53:13.945511,error_type,-32.62,%
sensor_0140,device_008,2025-10-26T19:06:13.945524,battery,18.68,
sensor_0016,device_006,2025-10-26T16:22:13.945535,error_type,56.72,dBm
sensor_0098,device_003,2025-10-29T17:20:13.945547,temperature,-39.19,%
sensor_0174,device_002,2025-10-28T19:45:13.945557,error_type,37.53,
sensor_0059,device_003,2025-10-24T10:24:13.945568,humidity,,Hz
sensor_0033,device_010,2025-10-24T12:26:13.945581,battery,18.12,g
sensor_0092,device_002,2025-10-30T17:44:13.945592,vibration,8.42,
sensor_0168,device_003,2025-10-29T03:30:13.945603,battery,-44.63,Hz
sensor_0118,device_010,2025-10-27T12:05:13.945615,error_type,4.39,%
sensor_0131,device_001,2025-10-24T13:07:13.945626,error_type,-25.15,g
sensor_0077,device_010,2025-10-30T02:47:13.945637,vibration,137.15,%
sensor_0182,device_007,2025-10-30T06:58:13.945649,signal,-4.18,%
sensor_0077,device_008,2025-10-27T07:00:13.945660,signal,38.2,C
sensor_0044,device_009,2025-10-26T11:11:13.945671,vibration,56.03,
sensor_0171,device_002,2025-10-30T01:43:13.945682,signal,40.14,
sensor_0167,,2025-10-25T17:50:13.945693,battery,101.67,g
sensor_0074,device_006,2025-10-29T03:40:13.945704,error_type,108.28,%
sensor_0174,,2025-10-27T19:43:13.945715,battery,-11.74,%
sensor_0059,,,signal,123.94,C
sensor_0143,device_002,2025-10-28T11:07:13.945735,error_type,125.02,
sensor_0114,,2025-10-29T15:46:13.945746,battery,-1.42,
sensor_0144,device_007,2025-10-28T12:14:13.945758,battery,-10.81,
sensor_0153,,2025-10-27T03:04:13.945769,humidity,21.33,dBm
sensor_0024,device_008,2025-10-27T10:28:13.945781,vibration,116.53,%
sensor_0076,device_008,2025-10-27T07:44:13.945794,temperature,17.34,g
sensor_0184,device_005,2025-10-29T08:00:13.945807,signal,46.82,dBm
sensor_0145,,,temperature,44.28,g
sensor_0160,device_005,2025-10-29T18:06:13.945831,battery,139.41,
sensor_0068,device_008,2025-13-40,temperature,-40.25,Hz
sensor_0081,device_010,2025-10-26T21:29:13.945856,humidity,-18.96,C
sensor_0015,device_007,2025-10-30T18:49:13.945868,signal,118.87,Hz
sensor_0053,device_004,2025-10-30T18:31:13.945880,vibration,95.49,dBm
sensor_0090,,2025-10-26T10:53:13.945891,signal,-28.12,Hz
sensor_0098,device_009,2025-10-29T00:31:13.945903,vibration,83.02,%
sensor_0133,device_002,2025-10-28T12:25:13.945916,error_type,82.08,
sensor_0151,device_006,,battery,15.05,Hz
sensor_0073,device_006,2025-10-29T12:23:13.945938,humidity,122.74,g
sensor_0112,device_008,2025-10-30T16:00:13.945950,signal,-44.32,
sensor_0167,device_007,2025-10-29T06:30:13.945961,battery,139.04,C
sensor_0079,device_006,2025-10-29T08:32:13.945973,temperature,7.25,
sensor_0135,device_003,2025-10-26T03:50:13.945985,temperature,-48.89,%
sensor_0034,device_007,2025-10-30T06:32:13.945996,error_type,125.8,Hz
sensor_0067,device_010,2025-10-29T22:14:13.946008,vibration,23.59,%
sensor_0059,,2025-10-29T18:46:13.946020,temperature,92.29,
sensor_0167,device_010,2025-10-27T02:11:13.946033,humidity,36.09,%
sensor_0081,device_010,2025-10-30T17:12:13.946046,error_type,57.27,
sensor_0182,device_001,2025-10-29T03:32:13.946058,battery,83.87,C
sensor_0130,device_002,2025-10-24T20:01:13.946070,temperature,2.63,
sensor_0077,device_005,2025-10-26T23:54:13.946083,signal,119.13,g
sensor_0035,device_002,2025-10-27T19:25:13.946095,signal,91.5,C
sensor_0187,device_007,2025-10-28T18:17:13.946110,signal,,%
sensor_0187,device_007,2025-10-28T13:16:13.946123,signal,-12.98,
sensor_0084,device_006,2025-10-30T22:48:13.946136,humidity,52.66,
sensor_0037,device_006,2025-10-28T11:34:13.946148,battery,-19.67,
sensor_0197,device_006,2025-10-26T23:07:13.946161,vibration,36.42,C
sensor_0060,device_001,2025-10-29T23:57:13.946174,humidity,26.7,%
sensor_0011,device_001,2025-10-28T08:48:13.946186,humidity,-40.82,
sensor_0184,device_010,2025-10-30T00:59:13.946198,error_type,73.75,
sensor_0172,device_009,2025-10-28T19:46:13.946211,vibration,97.29,Hz
sensor_0042,device_007,2025-10-29T13:23:13.946226,error_type,5.86,
sensor_0092,device_001,2025-10-28T14:39:13.946238,vibration,2.25,dBm
sensor_0144,,2025-10-26T00:32:13.946250,battery,-23.14,%
sensor_0190,device_009,2025-10-29T08:22:13.946263,temperature,137.71,dBm
sensor_0156,device_008,invalid,battery,123.15,
sensor_0190,device_007,2025-10-29T00:37:13.946286,signal,11.64,Hz
sensor_0021,,2025-10-30T14:01:13.946299,battery,13.1,dBm
sensor_0084,device_004,2025-10-27T16:29:13.946311,error_type,-45.03,dBm
sensor_0155,,2025-13-40,battery,111.53,
sensor_0018,device_005,2025-10-29T11:03:13.946333,signal,116.92,%
sensor_0045,device_002,2025-10-29T21:30:13.946345,temperature,29.14,C
sensor_0008,device_004,2025-10-28T18:12:13.946357,error_type,44.73,%
sensor_0050,device_001,2025-10-29T23:56:13.946369,vibration,-23.08,dBm
sensor_0191,device_005,2025-10-28T16:24:13.946381,signal,100.15,
sensor_0027,device_007,2025-10-27T18:43:13.946397,signal,11.25,Hz
sensor_0068,,2025-10-28T14:33:13.946409,humidity,0.29,g
sensor_0172,device_009,2025-10-27T11:01:13.946421,error_type,110.92,dBm
sensor_0026,,2025-10-27T03:49:13.946433,temperature,-33.8,Hz
sensor_0051,device_008,2025-10-30T12:24:13.946446,vibration,148.96,C
sensor_0076,device_001,2025-10-25T20:20:13.946458,temperature,14.31,%
sensor_0192,device_008,2025-10-24T13:10:13.946470,error_type,51.38,g
sensor_0004,,invalid,battery,147.85,dBm
sensor_0023,device_001,2025-10-26T09:01:13.946492,signal,N/A,C
sensor_0029,,2025-10-25T14:03:13.946504,battery,-11.16,g
sensor_0148,,2025-10-24T20:34:13.946516,vibration,64.49,C
sensor_0122,device_001,2025-10-26T06:40:13.946528,error_type,6.54,
sensor_0121,device_003,2025-10-31T06:50:13.946541,vibration,-10.84,dBm
sensor_0030,device_010,2025-10-26T09:34:13.946553,temperature,36.56,
sensor_0047,,2025-10-25T11:46:13.946565,temperature,6.09,Hz
sensor_0043,device_006,2025-10-24T13:53:13.946578,error_type,32.08,
sensor_0121,device_009,2025-10-24T20:19:13.946590,humidity,56.33,
sensor_0180,device_004,2025-10-29T13:09:13.946602,signal,86.1,%
sensor_0119,,2025-10-29T01:42:13.946616,error_type,111.11,dBm
sensor_0153,,2025-10-24T14:38:13.946629,error_type,140.03,dBm
sensor_0183,device_007,2025-10-27T21:05:13.946641,humidity,41.66,C
sensor_0177,device_005,2025-10-25T14:34:13.946653,temperature,30.67,C
sensor_0163,device_006,2025-10-29T19:11:13.946666,signal,143.95,g
sensor_0177,device_009,2025-10-28T16:24:13.946678,temperature,-0.73,g
sensor_0013,device_001,2025-10-31T05:34:13.946691,error_type,-18.01,g
sensor_0097,device_003,2025-10-29T11:56:13.946704,battery,36.76,
sensor_0046,device_007,2025-10-28T21:08:13.946719,signal,118.37,g
sensor_0193,device_010,2025-10-27T08:15:13.946732,signal,84.29,dBm
sensor_0008,device_008,2025-10-30T20:38:13.946744,vibration,128.77,Hz
sensor_0018,device_006,2025-10-29T17:50:13.946756,vibration,-17.1,g
sensor_0155,device_005,2025-10-29T00:37:13.946769,error_type,148.63,C
sensor_0091,device_006,2025-10-28T02:31:13.946781,error_type,-44.41,C
sensor_0040,,2025-10-29T23:40:13.946793,humidity,43.75,%
sensor_0021,device_007,2025-10-25T03:56:13.946805,error_type,4.54,
sensor_0166,device_009,2025-10-25T17:48:13.946817,vibration,128.39,g
sensor_0143,,2025-10-28T16:24:13.946831,temperature,129.84,g
sensor_0014,device_006,2025-10-29T07:02:13.946844,signal,97.99,
sensor_0106,device_005,2025-10-25T16:19:13.946856,battery,77.15,g
sensor_0113,device_005,2025-10-26T19:23:13.946868,signal,-23.19,
sensor_0026,device_008,2025-10-26T05:26:13.946880,vibration,19.18,dBm
sensor_0175,device_007,2025-10-26T11:21:13.946892,battery,,
sensor_0164,device_010,2025-10-29T06:10:13.946905,error_type,91.16,g
sensor_0119,,2025-10-29T10:47:13.946918,vibration,-4.77,C
sensor_0124,device_001,2025-10-27T05:54:13.946930,humidity,12.6,%
sensor_0164,device_008,2025-10-30T22:53:13.946944,error_type,76.31,Hz
sensor_0139,device_006,2025-10-30T14:54:13.946956,vibration,55.58,
sensor_0046,device_010,2025-10-26T11:19:13.946968,error_type,N/A,
sensor_0051,device_006,2025-10-27T15:09:13.946981,temperature,56.69,
sensor_0193,device_005,2025-10-29T15:45:13.946993,vibration,105.59,dBm
sensor_0082,device_002,2025-10-30T02:58:13.947006,error_type,101.86,Hz
sensor_0076,device_007,2025-10-24T15:36:13.947018,error_type,72.32,%
sensor_0051,device_002,2025-10-30T15:03:13.947031,temperature,88.4,
sensor_0005,device_008,2025-10-28T16:23:13.947043,error_type,39.82,
sensor_0029,,2025-10-28T20:05:13.947055,signal,3.75,C
sensor_0136,device_006,2025-10-24T20:50:13.947068,temperature,-35.61,
sensor_0116,device_002,2025-10-28T05:49:13.947080,battery,-16.67,
sensor_0065,,2025-10-30T19:19:13.947093,error_type,73.99,
sensor_0017,device_006,2025-10-24T10:30:13.947106,vibration,-7.66,dBm
sensor_0104,device_009,2025-10-25T01:05:13.947118,battery,-37.81,g
sensor_0100,device_005,2025-10-30T06:45:13.947131,error_type,109.02,%
sensor_0051,device_006,2025-10-25T09:26:13.947143,temperature,-20.23,Hz
sensor_0180,device_006,2025-10-27T18:26:13.947156,humidity,73.47,Hz
sensor_0106,,2025-10-29T11:50:13.947167,battery,33.92,g
sensor_0154,device_010,2025-10-25T05:03:13.947180,humidity,100.5,
sensor_0071,device_005,2025-10-30T21:30:13.947194,signal,16.71,
sensor_0004,device_002,2025-10-24T17:54:13.947206,temperature,-43.7,C
sensor_0001,device_006,2025-10-25T04:06:13.947219,battery,N/A,C
sensor_0100,device_002,2025-10-27T02:37:13.947234,error_type,58.88,g
sensor_0100,device_004,2025-10-29T10:31:13.947247,vibration,9.43,
sensor_0020,device_006,2025-10-26T23:05:13.947260,battery,-1.52,%
sensor_0104,device_006,2025-10-24T18:09:13.947274,signal,unknown,Hz
sensor_0075,device_001,2025-10-29T22:15:13.947288,error_type,135.6,g
sensor_0122,device_004,2025-10-27T08:30:13.947302,signal,43.06,Hz
sensor_0071,device_004,2025-10-26T10:54:13.947315,signal,119.17,g
sensor_0174,device_009,2025-10-24T09:47:13.947329,error_type,9.63,dBm
sensor_0122,device_004,2025-10-30T17:54:13.947342,signal,93.03,g
sensor_0151,device_002,2025-10-30T19:13:13.947358,signal,0.52,g
sensor_0107,device_007,,signal,142.86,Hz
sensor_0093,device_001,2025-10-25T06:35:13.947384,battery,53.56,C
sensor_0110,device_002,2025-10-29T21:30:13.947397,error_type,-18.04,
sensor_0070,,2025-10-27T15:32:13.947410,error_type,-25.93,Hz
sensor_0183,device_010,2025-10-28T09:05:13.947424,humidity,126.68,
sensor_0102,device_004,2025-10-25T06:09:13.947438,battery,unknown,dBm
sensor_0017,,2025-10-25T13:43:13.947454,temperature,122.18,%
sensor_0052,device_007,2025-10-31T02:36:13.947467,battery,25.25,Hz
sensor_0105,device_005,2025-10-28T04:23:13.947481,humidity,56.39,C
sensor_0081,device_001,2025-10-28T22:11:13.947495,battery,15.02,
sensor_0197,device_005,2025-10-27T01:33:13.947508,signal,11.67,
sensor_0176,,2025-10-24T23:39:13.947522,signal,-9.31,
sensor_0120,device_002,2025-10-28T00:37:13.947535,humidity,82.36,%
sensor_0005,,2025-10-25T04:46:13.947549,error_type,27.62,Hz
sensor_0167,device_004,2025-10-31T03:36:13.947563,temperature,125.77,
sensor_0180,device_003,2025-10-30T11:04:13.947576,humidity,7.8,dBm
sensor_0113,device_005,2025-10-28T00:21:13.947590,error_type,-6.6,C
sensor_0170,device_001,2025-10-25T10:38:13.947604,error_type,25.95,C
sensor_0026,device_010,2025-10-31T06:56:13.947617,error_type,124.85,g
sensor_0167,device_008,2025-10-29T07:14:13.947630,signal,-49.35,%
sensor_0135,,2025-10-26T00:18:13.947644,temperature,-20.59,C
sensor_0001,device_002,2025-10-30T16:54:13.947657,error_type,66.91,g
sensor_0137,device_010,2025-10-25T12:10:13.947671,battery,-14.36,
sensor_0142,device_007,2025-10-26T22:09:13.947684,battery,118.14,C
sensor_0073,device_009,2025-10-29T22:13:13.947697,signal,71.67,
sensor_0144,,2025-10-24T18:12:13.947711,error_type,126.41,
sensor_0131,device_008,2025-10-25T22:57:13.947724,humidity,error,
sensor_0177,device_009,2025-10-30T03:21:13.947738,humidity,-17.99,dBm
sensor_0052,device_003,2025-10-26T19:48:13.947752,temperature,76.6,dBm
sensor_0116,device_001,2025-10-28T21:20:13.947765,temperature,89.59,C
sensor_0131,,2025-10-30T06:35:13.947779,error_type,98.9,%
sensor_0134,device_001,2025-10-27T22:09:13.947793,battery,90.54,C
sensor_0047,device_002,2025-10-25T11:26:13.947806,error_type,74.57,
sensor_0082,device_003,2025-10-24T12:15:13.947819,vibration,133.76,
sensor_0166,device_009,2025-10-29T03:50:13.947832,vibration,130.06,g
sensor_0107,device_003,2025-10-29T03:37:13.947849,humidity,33.27,dBm
sensor_0008,device_008,2025-10-24T11:53:13.947863,error_type,131.14,
sensor_0023,device_010,2025-10-24T22:19:13.947876,battery,84.8,
sensor_0141,device_004,2025-10-28T01:43:13.947890,vibration,117.95,
sensor_0076,,2025-10-26T23:12:13.947903,vibration,27.0,C
sensor_0170,device_008,2025-10-24T18:14:13.947917,error_type,54.88,Hz
sensor_0050,device_001,2025-10-30T23:03:13.947931,signal,146.97,
sensor_0197,device_002,2025-10-26T10:27:13.947945,signal,20.22,C
sensor_0087,,2025-10-28T04:28:13.947959,error_type,130.58,g
sensor_0131,,2025-10-29T09:23:13.947973,signal,,%
sensor_0122,device_009,2025-10-26T14:16:13.947986,humidity,50.31,C
sensor_0078,device_006,2025-10-26T05:34:13.948000,temperature,-45.9,
sensor_0096,device_008,2025-10-26T12:50:13.948014,error_type,11.26,
sensor_0033,device_008,2025-10-26T11:03:13.948027,signal,27.0,g
sensor_0046,device_010,2025-10-25T09:30:13.948041,signal,57.62,%
sensor_0141,device_002,2025-10-29T19:55:13.948055,signal,55.33,Hz
sensor_0100,,2025-10-27T10:44:13.948068,error_type,148.61,
sensor_0134,device_008,2025-10-29T01:38:13.948081,temperature,-42.55,%
sensor_0048,,2025-10-28T03:36:13.948094,battery,97.19,%
sensor_0132,device_004,2025-10-25T06:31:13.948108,error_type,12.45,g
sensor_0023,device_004,2025-10-26T17:03:13.948123,signal,unknown,%
sensor_0126,device_006,2025-10-28T12:38:13.948137,vibration,138.3,Hz
sensor_0099,,2025-10-30T07:10:13.948151,humidity,49.27,%
sensor_0022,,2025-10-30T02:57:13.948165,humidity,-32.11,
sensor_0075,device_002,2025-10-27T16:21:13.948178,temperature,38.37,
sensor_0071,device_002,2025-13-40,temperature,4.23,%
sensor_0132,device_005,2025-10-27T21:46:13.948203,humidity,63.67,%
sensor_0040,device_003,2025-13-40,humidity,64.89,
sensor_0063,device_010,2025-10-25T07:43:13.948230,battery,50.96,dBm
sensor_0034,device_003,2025-10-25T14:16:13.948244,humidity,-16.41,C
sensor_0094,device_003,2025-10-26T14:47:13.948258,humidity,110.49,C
sensor_0038,device_008,2025-10-26T10:52:13.948271,battery,116.49,g
sensor_0096,device_007,2025-10-30T05:36:13.948285,humidity,21.98,dBm
sensor_0161,device_001,2025-10-27T20:30:13.948297,error_type,30.83,Hz
sensor_0026,device_007,,signal,74.62,
sensor_0030,device_007,2025-10-26T20:44:13.948322,humidity,87.36,
sensor_0033,,2025-10-26T11:38:13.948335,temperature,84.18,
sensor_0123,device_009,2025-10-27T23:01:13.948348,temperature,64.36,g
sensor_0152,device_008,2025-10-28T03:27:13.948362,temperature,-7.06,g
sensor_0043,device_002,2025-10-27T06:03:13.948375,humidity,-9.87,dBm
sensor_0159,device_002,2025-10-29T14:44:13.948389,battery,21.86,Hz
sensor_0163,device_008,2025-10-27T13:31:13.948402,temperature,120.12,
sensor_0071,device_003,2025-10-26T02:12:13.948416,vibration,140.04,g
sensor_0071,device_002,2025-10-27T23:55:13.948429,vibration,error,g
sensor_0091,device_008,2025-10-27T21:15:13.948443,signal,67.04,dBm
sensor_0114,,2025-10-28T11:15:13.948457,temperature,error,
sensor_0100,device_007,2025-10-26T05:55:13.948472,signal,-37.57,Hz
sensor_0043,device_004,2025-10-24T13:53:13.948486,battery,47.93,g
sensor_0156,device_009,2025-10-30T21:46:13.948499,error_type,108.81,
sensor_0119,device_001,2025-10-25T21:54:13.948512,humidity,85.56,dBm
sensor_0194,device_006,2025-10-31T05:13:13.948526,signal,118.37,
sensor_0090,device_004,2025-10-31T01:26:13.948539,humidity,32.63,%
sensor_0033,device_009,2025-10-27T12:40:13.948551,temperature,66.16,
sensor_0075,device_009,2025-10-27T22:06:13.948565,humidity,88.95,
sensor_0116,device_009,2025-10-27T18:23:13.948578,error_type,-6.08,
sensor_0179,device_009,2025-10-31T00:10:13.948591,humidity,-9.49,%
sensor_0120,device_002,2025-10-29T18:32:13.948605,signal,6.63,Hz
sensor_0021,device_001,2025-10-29T09:33:13.948618,humidity,138.82,
sensor_0110,device_004,2025-10-29T09:17:13.948632,humidity,43.74,
sensor_0030,device_008,2025-10-26T20:27:13.948645,humidity,102.27,dBm
sensor_0164,device_004,2025-10-29T08:47:13.948659,error_type,27.04,
sensor_0019,,2025-10-28T17:45:13.948673,signal,99.09,C
sensor_0176,,2025-10-30T06:49:13.948687,vibration,-27.42,
sensor_0197,device_003,2025-10-30T15:33:13.948700,vibration,-19.76,g
sensor_0200,device_007,2025-10-27T16:18:13.948714,error_type,16.71,%
sensor_0024,device_001,2025-10-28T06:13:13.948727,humidity,6.06,%
sensor_0034,device_001,2025-10-29T08:43:13.948740,battery,64.8,C
sensor_0199,device_010,2025-10-26T11:40:13.948754,humidity,102.03,Hz
sensor_0132,device_004,2025-10-29T18:14:13.948769,error_type,147.77,%
sensor_0012,device_002,2025-10-28T22:35:13.948783,vibration,77.51,
sensor_0145,device_003,2025-10-27T13:46:13.948796,signal,58.3,%
sensor_0114,device_004,invalid,temperature,26.25,g
sensor_0075,device_007,2025-10-29T00:14:13.948821,battery,122.65,Hz
sensor_0129,device_003,2025-10-29T16:38:13.948835,battery,16.95,g
sensor_0052,device_002,2025-10-27T17:59:13.948848,signal,123.82,C
sensor_0072,,2025-10-30T06:57:13.948861,battery,-22.59,
sensor_0172,,2025-10-29T13:31:13.948874,battery,76.23,C
sensor_0094,device_009,2025-10-27T20:51:13.948889,temperature,64.67,Hz
sensor_0182,device_001,2025-10-29T07:54:13.948902,vibration,77.38,
sensor_0115,device_004,2025-10-25T03:47:13.948916,battery,52.55,%
sensor_0105,device_002,2025-10-28T10:12:13.948930,error_type,75.87,
sensor_0174,device_007,2025-10-30T03:11:13.948944,battery,-40.02,
sensor_0139,device_001,2025-10-25T02:47:13.948958,temperature,86.01,g
sensor_0029,device_004,2025-10-26T09:47:13.948971,humidity,19.75,
sensor_0035,device_002,2025-10-24T10:10:13.948984,error_type,-7.37,dBm
sensor_0187,,2025-13-40,error_type,-18.75,
sensor_0148,device_007,2025-10-30T15:38:13.949009,vibration,12.23,dBm
sensor_0066,device_002,2025-10-30T06:05:13.949023,temperature,55.88,g
sensor_0161,device_010,2025-10-30T05:41:13.949036,temperature,48.85,%
sensor_0024,device_007,2025-10-31T02:32:13.949050,signal,132.78,dBm
sensor_0192,device_008,2025-10-27T15:36:13.949063,signal,144.35,C
sensor_0139,device_004,2025-10-26T22:57:13.949077,signal,46.09,Hz
sensor_0192,device_009,2025-10-28T18:53:13.949090,humidity,6.35,dBm
sensor_0131,device_010,2025-10-31T01:44:13.949105,battery,16.47,
sensor_0034,,2025-10-27T12:32:13.949118,humidity,-36.05,dBm
sensor_0034,device_008,2025-10-28T15:14:13.949132,temperature,104.01,Hz
sensor_0006,device_006,2025-10-29T20:33:13.949146,signal,-23.1,
sensor_0056,device_005,2025-10-30T07:09:13.949159,battery,8.56,
sensor_0058,device_008,2025-10-28T04:45:13.949175,error_type,117.16,C
sensor_0097,device_008,2025-10-30T21:52:13.949189,temperature,,Hz
sensor_0063,,2025-10-26T21:44:13.949203,error_type,102.29,
sensor_0069,device_010,2025-10-26T00:48:13.949217,battery,unknown,C
sensor_0137,device_001,2025-10-24T18:13:13.949231,vibration,149.53,g
sensor_0059,device_007,2025-10-28T00:23:13.949246,temperature,116.05,C
sensor_0146,device_006,2025-10-30T03:29:13.949259,signal,-22.55,Hz
sensor_0200,device_003,2025-10-28T13:28:13.949273,battery,3.71,g
sensor_0112,device_004,2025-10-30T00:16:13.949286,signal,147.4,
sensor_0171,device_006,2025-10-25T00:30:13.949302,humidity,140.43,dBm
sensor_0005,device_003,2025-10-27T17:57:13.949315,error_type,43.87,
sensor_0015,device_010,2025-10-26T14:28:13.949328,vibration,15.33,g
sensor_0167,device_003,2025-10-26T21:45:13.949340,battery,136.55,%
sensor_0083,device_008,2025-10-27T00:15:13.949354,vibration,-38.34,g
sensor_0129,,2025-10-25T06:43:13.949369,humidity,-49.22,C
sensor_0018,device_006,2025-10-31T02:54:13.949382,vibration,16.74,Hz
sensor_0091,device_006,2025-10-27T17:43:13.949397,battery,130.55,g
sensor_0178,device_008,2025-10-25T01:48:13.949410,temperature,62.88,g
sensor_0193,device_006,,humidity,79.99,Hz
sensor_0122,device_001,2025-10-31T02:49:13.949437,humidity,37.16,g
sensor_0061,device_009,,temperature,70.84,Hz
sensor_0170,device_004,2025-10-24T19:40:13.949462,battery,9.57,%
sensor_0187,device_001,2025-10-25T07:08:13.949476,battery,60.94,Hz
sensor_0104,device_008,2025-10-25T01:32:13.949508,error_type,-37.63,
sensor_0195,,2025-10-27T16:49:13.949522,error_type,-46.47,%
sensor_0019,device_002,,vibration,-16.34,g
sensor_0012,,2025-10-28T11:10:13.949548,error_type,45.95,
sensor_0094,device_002,2025-10-25T06:01:13.949561,humidity,137.18,Hz
sensor_0174,device_006,2025-10-24T15:50:13.949576,humidity,136.01,C
sensor_0137,device_005,,temperature,14.63,
sensor_0123,,2025-10-27T19:43:13.949601,signal,2.4,C
sensor_0005,,2025-10-30T12:39:13.949615,battery,145.65,%
sensor_0158,device_002,2025-10-24T13:28:13.949629,humidity,-4.52,dBm
sensor_0048,device_006,2025-10-29T15:23:13.949643,signal,126.12,dBm
sensor_0006,device_006,2025-10-29T20:22:13.949656,error_type,122.68,Hz
sensor_0041,,2025-10-25T05:18:13.949670,humidity,45.93,%
sensor_0045,device_008,2025-10-29T14:55:13.949684,signal,unknown,C
sensor_0084,device_004,2025-10-25T23:33:13.949698,signal,115.15,%
sensor_0195,device_007,2025-10-24T09:45:13.949711,error_type,-44.19,g
sensor_0151,device_002,2025-10-27T17:50:13.949725,vibration,89.42,
sensor_0150,device_010,2025-10-26T07:53:13.949738,humidity,43.33,
sensor_0035,,2025-10-29T12:42:13.949752,signal,-30.32,dBm
sensor_0064,,2025-10-29T03:34:13.949766,humidity,24.22,g
sensor_0027,device_004,2025-10-26T07:35:13.949779,error_type,-3.16,
sensor_0167,device_006,2025-10-30T20:19:13.949793,temperature,6.03,C
sensor_0151,,2025-10-25T01:48:13.949807,temperature,-24.4,%
sensor_0183,device_001,2025-10-29T02:48:13.949820,signal,100.28,g
sensor_0104,device_006,2025-10-29T14:35:13.949835,error_type,-31.64,dBm
sensor_0071,device_002,2025-10-24T11:10:13.949848,signal,68.63,Hz
sensor_0115,device_007,2025-10-31T03:47:13.949861,temperature,40.63,
sensor_0060,device_004,2025-10-31T02:54:13.949875,error_type,-46.45,Hz
sensor_0037,device_009,2025-10-31T02:31:13.949888,vibration,-42.71,g
sensor_0111,device_009,2025-10-26T01:07:13.949902,temperature,-21.94,Hz
sensor_0135,device_001,2025-10-26T12:37:13.949916,error_type,-4.13,%
sensor_0038,device_005,2025-10-28T03:41:13.949931,error_type,95.64,C
sensor_0132,device_001,2025-10-28T02:49:13.949944,humidity,77.85,g
sensor_0174,device_008,2025-10-24T21:11:13.949958,error_type,131.62,Hz
sensor_0068,device_003,2025-10-30T15:12:13.949972,error_type,114.83,
sensor_0064,device_010,2025-10-26T12:21:13.949987,temperature,52.8,%
sensor_0111,device_005,2025-10-26T22:36:13.950001,humidity,,
sensor_0050,device_007,2025-10-24T11:37:13.950014,vibration,-37.42,%
sensor_0013,device_010,2025-10-30T17:25:13.950028,signal,37.67,%
sensor_0107,device_001,2025-10-30T21:34:13.950042,signal,137.62,
sensor_0139,device_006,2025-10-30T11:13:13.950055,signal,-41.28,
sensor_0112,device_003,2025-10-28T22:05:13.950068,humidity,106.62,C
sensor_0194,device_010,2025-10-28T15:47:13.950084,temperature,79.37,dBm
sensor_0027,,2025-10-28T19:23:13.950098,signal,124.75,C
sensor_0145,device_003,2025-10-27T16:40:13.950112,humidity,39.57,dBm
sensor_0123,device_002,2025-10-28T05:23:13.950125,humidity,,%
sensor_0177,device_002,2025-10-27T02:15:13.950139,signal,71.53,dBm
sensor_0123,device_006,2025-10-26T23:06:13.950153,vibration,10.3,C
sensor_0074,,2025-10-24T22:27:13.950167,battery,59.07,g
sensor_0104,device_008,2025-10-28T15:17:13.950181,temperature,27.17,Hz
sensor_0147,device_003,2025-10-25T23:13:13.950195,vibration,,g
sensor_0105,device_007,2025-10-28T08:19:13.950210,temperature,1.67,g
sensor_0116,,2025-10-30T16:13:13.950224,vibration,38.69,g
sensor_0189,device_008,2025-10-30T15:20:13.950237,vibration,117.96,%
sensor_0082,device_001,2025-10-29T15:25:13.950251,vibration,84.46,
sensor_0090,device_006,2025-10-25T14:54:13.950264,error_type,2.35,dBm
sensor_0170,device_007,2025-10-25T05:31:13.950277,humidity,122.35,C
sensor_0141,device_010,2025-10-31T00:48:13.950291,humidity,-0.87,g
sensor_0199,device_001,invalid,signal,125.68,%
sensor_0121,device_002,2025-10-29T04:15:13.950316,temperature,9.64,g
sensor_0016,,2025-10-27T05:20:13.950330,vibration,138.39,Hz
sensor_0119,device_006,2025-10-30T20:11:13.950343,vibration,65.94,C
sensor_0149,device_008,2025-10-24T12:09:13.950358,vibration,109.38,g
sensor_0144,device_008,2025-10-30T03:12:13.950371,humidity,-17.73,%
sensor_0070,,2025-10-26T00:43:13.950384,vibration,121.67,C
sensor_0094,device_004,2025-10-24T15:17:13.950398,error_type,-33.41,dBm
