device_id,timestamp,temperature_c,battery_pct,humidity_pct,signal_dbm,raw
device_006,2025-10-23T08:54:13.738348,6.21,37.26,55.21,-94.91,CRC error
device_010,2025-10-23T08:55:13.738348,22.31,99.47,71.95,-31.24,manual override
,2025-10-23T09:01:13.738348,33.3,28.32,24.92,-64.35,
device_005,2025-10-23T09:08:13.738348,25.49,55.74,53.55,-98.2,CRC error
,2025-10-23T09:19:13.738348,18.99,87.78,50.77,-111.9,manual override
device_002,2025-10-23T09:20:13.738348,20.02,74.92,89.91,-60.51,out of range
device_006,2025-10-23T09:27:13.738348,28.22,12.07,22.02,-92.6,CRC error
unknown_device,2025-10-23T09:37:13.738348,32.66,83.36,71.88,-84.5,
device_009,2025-10-23T09:50:13.738348,39.12,26.29,95.63,-53.29,manual override
device_009,2025-10-23T09:56:13.738348,27.63,29.82,error,-90.43,out of range
device_007,2025-10-23T10:06:13.738348,21.91,28.17,49.76,error,
device_004,2025-10-23T10:12:13.738348,,92.16,,-88.14,out of range
device_002,2025-10-23T10:24:13.738348,29.25,73.27,102.98,-61.59,
device_010,2025-10-23T10:27:13.738348,27.51,57.76,29.01,-112.82,out of range
device_005,2025-10-23T10:30:13.738348,43.69,11.08,72.75,-93.93,manual override
device_005,2025-10-23T10:42:13.738348,19.24,19.32,53.13,-91.74,manual override
,2025-10-23T10:55:13.738348,30.07,64.74,35.08,-95.92,
device_004,2025-10-23T10:58:13.738348,20.86,94.87,65.34,-68.1,manual override
,2025-10-23T11:02:13.738348,41.81,16.24,99.12,-92.44,CRC error
device_006,2025-10-23T11:09:13.738348,48.74,2.63,55.94,error,out of range
,2025-10-23T11:19:13.738348,41.94,72.36,22.63,-134.01,out of range
device_005,2025-10-23T11:31:13.738348,20.26,94.87,41.27,,sensor glitch
,2025-10-23T11:33:13.738348,15.23,11.11,35.05,-102.41,sensor glitch
device_001,2025-10-23T11:46:13.738348,30.94,91.34,103.08,-101.43,
device_009,2025-10-23T11:57:13.738348,18.65,77.55,61.4,-108.53,manual override
device_001,2025-10-23T12:04:13.738348,35.42,49.68,79.02,-97.64,
,2025-10-23T12:05:13.738348,36.01,82.9,37.81,-72.86,out of range
device_004,2025-10-23T12:18:13.738348,15.34,45.82,83.01,-37.81,CRC error
device_001,2025-10-23T12:29:13.738348,17.45,10.26,18.14,-59.07,CRC error
device_006,2025-10-23T12:41:13.738348,26.95,68.28,13.42,-88.2,sensor glitch
device_003,2025-10-23T12:53:13.738348,28.06,91.41,20.03,-82.7,manual override
device_001,2025-10-23T13:05:13.738348,18.32,89.4,81.78,-46.86,out of range
device_001,2025-10-23T13:06:13.738348,18.56,24.3,86.57,-50.11,manual override
device_007,2025-10-23T13:16:13.738348,22.0,88.92,91.06,-77.27,manual override
device_001,2025-10-23T13:26:13.738348,,39.59,64.81,-77.6,out of range
device_004,2025-10-23T13:39:13.738348,20.73,101.02,69.82,-68.52,
,2025-10-23T13:54:13.738348,20.72,53.23,,-61.86,out of range
,2025-10-23T14:02:13.738348,24.65,12.62,26.48,-112.2,
device_009,2025-10-23T14:08:13.738348,17.19,54.65,42.88,-68.74,
device_008,2025-10-23T14:10:13.738348,17.23,25.24,74.89,-113.56,
device_005,2025-10-23T14:18:13.738348,19.19,48.62,26.18,-111.97,CRC error
device_003,invalid,39.56,16.13,83.4,error,sensor glitch
device_005,2025-10-23T14:35:13.738348,26.94,6.13,52.09,-22.12,sensor glitch
device_003,2025-10-23T14:39:13.738348,28.94,69.18,,-100.46,manual override
device_009,2025-10-23T14:49:13.738348,44.48,,50.8,-90.03,CRC error
device_006,2025-10-23T14:51:13.738348,39.75,99.84,65.34,-76.84,sensor glitch
device_005,2025-10-23T14:54:13.738348,16.58,84.89,9.51,-100.69,manual override
,2025-10-23T15:00:13.738348,24.78,9.36,68.62,-54.59,out of range
device_006,2025-10-23T15:09:13.738348,17.71,100.28,20.52,-74.9,manual override
device_004,2025-10-23T15:23:13.738348,25.12,69.51,13.34,-52.25,manual override
device_010,2025-10-23T15:28:13.738348,24.97,26.34,16.9,-62.15,CRC error
device_010,2025-10-23T15:35:13.738348,32.81,71.33,65.81,-74.01,out of range
,2025-10-23T15:48:13.738348,21.73,66.26,43.89,-71.04,out of range
device_002,2025-10-23T16:01:13.738348,20.32,49.82,48.74,-82.17,sensor glitch
device_002,2025-10-23T16:11:13.738348,38.01,94.62,40.15,-63.81,manual override
device_008,2025-10-23T16:20:13.738348,32.7,52.57,30.47,-84.62,CRC error
device_003,2025-10-23T16:35:13.738348,40.32,7.05,19.69,-22.77,CRC error
device_001,2025-10-23T16:36:13.738348,24.93,31.97,23.54,-97.14,manual override
device_002,2025-10-23T16:45:13.738348,40.27,86.26,15.55,-10.68,CRC error
unknown_device,2025-10-23T16:58:13.738348,16.56,12.96,37.27,-92.94,out of range
device_007,2025-10-23T17:01:13.738348,19.98,42.82,75.18,-48.99,CRC error
,2025-10-23T17:04:13.738348,35.78,93.22,80.13,-45.75,sensor glitch
device_006,2025-10-23T17:17:13.738348,20.77,68.06,N/A,-46.16,out of range
unknown_device,2025-10-23T17:27:13.738348,39.22,97.59,84.86,-125.96,out of range
device_007,2025-10-23T17:36:13.738348,45.65,83.17,98.99,-40.82,out of range
unknown_device,2025-10-23T17:37:13.738348,23.42,82.42,84.2,-41.38,manual override
,2025-10-23T17:48:13.738348,44.66,1.47,50.14,-96.04,CRC error
device_005,2025-10-23T17:55:13.738348,38.68,6.74,44.34,-106.34,sensor glitch
,2025-10-23T17:57:13.738348,20.91,56.74,73.57,-105.6,out of range
device_003,2025-10-23T18:11:13.738348,43.15,32.56,85.28,-81.37,
,2025-10-23T18:24:13.738348,24.66,43.39,,-115.09,
device_001,2025-10-23T18:36:13.738348,17.24,27.18,24.32,-63.26,
device_009,2025-10-23T18:43:13.738348,23.6,64.77,97.45,-93.53,sensor glitch
device_006,2025-10-23T18:46:13.738348,16.01,77.63,51.92,-48.52,out of range
device_010,,18.36,69.49,85.49,-69.23,manual override
device_007,2025-10-23T19:12:13.738348,40.04,70.79,11.36,-68.66,out of range
device_009,2025-10-23T19:16:13.738348,40.59,36.14,69.1,,out of range
device_002,2025-10-23T19:26:13.738348,23.18,53.16,,-108.61,out of range
device_001,2025-10-23T19:35:13.738348,15.44,82.96,error,-47.01,out of range
unknown_device,,14.12,31.11,47.43,-29.94,
device_001,2025-10-23T19:49:13.738348,48.85,86.84,16.48,-44.15,manual override
device_001,2025-10-23T19:54:13.738348,unknown,21.1,77.14,-38.4,sensor glitch
device_006,2025-10-23T20:08:13.738348,24.59,29.96,33.41,-55.23,sensor glitch
device_002,2025-10-23T20:11:13.738348,22.73,14.04,78.48,-30.99,manual override
device_009,2025-10-23T20:13:13.738348,33.92,62.9,38.37,-120.22,out of range
device_010,2025-10-23T20:14:13.738348,18.71,20.06,9.09,-95.84,
device_009,2025-10-23T20:16:13.738348,15.68,45.38,55.7,-63.43,manual override
device_010,2025-10-23T20:26:13.738348,N/A,,88.21,-65.78,CRC error
device_009,2025-10-23T20:37:13.738348,41.0,16.11,31.0,-84.4,manual override
device_001,2025-10-23T20:46:13.738348,19.64,92.48,41.42,-87.94,CRC error
device_009,2025-10-23T20:49:13.738348,31.62,61.0,40.47,-30.69,out of range
device_004,2025-10-23T20:56:13.738348,,69.73,72.49,-57.09,manual override
device_001,2025-10-23T21:07:13.738348,34.38,98.55,52.75,-80.03,manual override
,,22.89,44.18,53.25,-94.72,manual override
device_010,2025-10-23T21:25:13.738348,15.34,error,24.33,-112.54,CRC error
,2025-10-23T21:39:13.738348,error,80.4,19.54,-62.48,sensor glitch
device_010,2025-10-23T21:43:13.738348,41.43,69.67,21.26,-56.97,CRC error
device_008,2025-10-23T21:56:13.738348,34.58,40.97,95.71,-72.59,out of range
device_006,2025-10-23T22:02:13.738348,36.76,1.05,73.06,-58.71,CRC error
device_010,2025-10-23T22:04:13.738348,32.21,102.98,60.03,-73.18,sensor glitch
device_003,2025-10-23T22:09:13.738348,23.31,61.7,83.29,-69.26,sensor glitch
device_008,2025-10-23T22:24:13.738348,33.99,53.4,34.18,-98.69,CRC error
device_003,2025-10-23T22:29:13.738348,42.81,98.17,72.21,-67.45,manual override
device_010,2025-10-23T22:44:13.738348,36.18,73.78,,-57.94,out of range
device_003,2025-10-23T22:48:13.738348,35.49,78.63,92.37,-123.86,sensor glitch
unknown_device,2025-10-23T22:59:13.738348,25.05,72.85,55.35,-43.89,out of range
,2025-10-23T23:05:13.738348,49.5,80.01,15.04,N/A,manual override
device_009,2025-10-23T23:16:13.738348,26.83,51.66,36.64,-63.41,manual override
device_005,2025-10-23T23:19:13.738348,21.37,1.71,17.53,-22.71,out of range
device_010,2025-10-23T23:32:13.738348,16.81,101.71,55.14,-121.32,CRC error
device_001,2025-10-23T23:37:13.738348,16.13,26.39,84.58,-31.66,
device_009,2025-10-23T23:45:13.738348,13.31,13.33,99.01,-92.72,manual override
device_003,2025-10-23T23:58:13.738348,23.48,22.53,82.59,-32.12,
device_005,2025-10-24T00:03:13.738348,10.55,error,11.32,-108.39,out of range
device_009,2025-10-24T00:07:13.738348,14.29,70.16,16.86,-102.05,
device_008,2025-10-24T00:09:13.738348,28.48,17.66,68.49,-113.26,sensor glitch
device_004,invalid,16.32,68.03,64.64,-87.6,CRC error
device_005,2025-10-24T00:20:13.738348,44.24,89.51,95.6,-82.62,sensor glitch
device_002,2025-10-24T00:25:13.738348,21.29,77.37,28.26,-35.08,out of range
device_002,2025-10-24T00:35:13.738348,32.51,78.01,62.53,-94.32,sensor glitch
device_007,2025-10-24T00:38:13.738348,19.95,77.03,31.49,-47.54,sensor glitch
device_003,2025-10-24T00:43:13.738348,,73.32,91.54,-92.2,
device_007,2025-10-24T00:54:13.738348,20.59,N/A,78.52,-105.51,CRC error
device_002,2025-10-24T01:08:13.738348,35.6,29.05,54.39,-27.35,sensor glitch
device_002,2025-10-24T01:17:13.738348,15.53,73.88,59.92,,sensor glitch
device_006,2025-10-24T01:31:13.738348,36.85,39.22,61.29,,
,2025-10-24T01:37:13.738348,23.05,43.25,11.74,-103.79,
device_001,2025-10-24T01:40:13.738348,15.96,18.63,39.31,-45.7,
,2025-10-24T01:41:13.738348,39.15,11.56,36.09,error,out of range
device_004,2025-10-24T01:47:13.738348,37.83,error,81.95,-94.44,sensor glitch
device_006,,16.55,34.23,70.92,-60.01,
,2025-10-24T02:11:13.738348,44.05,2.68,34.21,-49.67,manual override
device_007,2025-10-24T02:15:13.738348,44.28,54.85,20.36,-71.82,
unknown_device,2025-10-24T02:19:13.738348,27.86,5.09,63.91,-100.27,sensor glitch
device_004,2025-10-24T02:23:13.738348,38.03,N/A,37.53,-41.16,CRC error
device_008,2025-10-24T02:37:13.738348,15.81,N/A,N/A,-77.16,out of range
device_004,2025-10-24T02:47:13.738348,36.75,,92.34,-67.37,out of range
device_003,2025-10-24T02:57:13.738348,33.95,-0.84,63.05,-110.85,
device_008,2025-10-24T03:01:13.738348,17.21,39.74,74.42,-105.11,manual override
device_003,2025-10-24T03:10:13.738348,19.78,43.96,26.25,-86.6,out of range
,2025-10-24T03:18:13.738348,40.5,16.54,34.14,-106.97,manual override
device_009,2025-10-24T03:24:13.738348,32.86,6.9,12.78,-49.18,sensor glitch
device_002,2025-10-24T03:33:13.738348,,90.86,6.82,-52.29,out of range
device_001,2025-10-24T03:43:13.738348,30.44,,84.24,-26.35,manual override
device_006,2025-10-24T03:50:13.738348,,79.96,unknown,error,out of range
device_005,2025-10-24T04:04:13.738348,unknown,55.64,67.03,-99.26,manual override
device_004,2025-10-24T04:14:13.738348,15.61,,86.34,-49.43,
device_006,2025-10-24T04:26:13.738348,27.18,34.04,64.28,-80.31,CRC error
device_003,2025-10-24T04:32:13.738348,43.31,30.05,41.46,-84.45,manual override
unknown_device,2025-10-24T04:43:13.738348,32.16,3.35,60.46,-50.47,CRC error
device_005,2025-10-24T04:55:13.738348,44.04,62.82,error,-106.74,out of range
device_010,2025-10-24T05:02:13.738348,54.02,76.06,73.7,-86.43,CRC error
device_007,2025-10-24T05:16:13.738348,40.38,18.95,33.92,-52.62,manual override
,2025-10-24T05:29:13.738348,33.7,28.68,39.7,-60.54,sensor glitch
device_008,2025-10-24T05:44:13.738348,31.1,error,67.7,-95.25,sensor glitch
,2025-10-24T05:56:13.738348,38.23,48.39,103.71,-87.11,out of range
device_009,2025-10-24T06:05:13.738348,21.39,77.75,,-130.92,
,2025-10-24T06:13:13.738348,30.6,67.15,75.26,-79.96,manual override
,2025-10-24T06:21:13.738348,,35.21,86.56,-82.25,sensor glitch
device_007,2025-10-24T06:36:13.738348,26.8,58.11,104.54,-48.91,out of range
device_004,2025-13-40,30.16,39.7,27.6,-77.11,out of range
device_009,2025-10-24T06:52:13.738348,16.87,56.83,44.08,-79.06,
device_006,2025-10-24T06:55:13.738348,,94.17,81.09,-105.17,manual override
device_002,2025-10-24T06:56:13.738348,18.56,18.41,87.12,-67.25,CRC error
device_009,2025-10-24T07:01:13.738348,41.75,46.99,40.22,-130.11,manual override
device_010,2025-10-24T07:05:13.738348,17.74,30.87,85.38,,out of range
device_006,2025-10-24T07:16:13.738348,35.33,25.92,53.39,-73.23,out of range
device_001,2025-10-24T07:29:13.738348,40.57,31.47,38.89,-34.18,out of range
device_010,2025-10-24T07:40:13.738348,40.04,83.08,72.87,-127.52,manual override
device_006,2025-10-24T07:55:13.738348,29.69,-14.24,59.28,-104.8,
device_002,2025-10-24T08:00:13.738348,38.14,2.56,,-114.31,CRC error
,2025-10-24T08:14:13.738348,21.73,91.45,79.59,-19.31,out of range
device_003,2025-13-40,30.47,91.1,91.84,-86.61,out of range
unknown_device,2025-10-24T08:21:13.738348,18.59,96.72,49.21,-45.51,manual override
device_004,2025-10-24T08:32:13.738348,38.03,77.56,76.94,-62.51,out of range
device_008,2025-10-24T08:35:13.738348,error,37.01,83.48,-60.42,out of range
device_005,2025-10-24T08:49:13.738348,19.93,52.44,51.64,-94.32,manual override
device_004,2025-10-24T08:52:13.738348,26.45,65.48,42.32,-87.49,CRC error
device_005,2025-10-24T09:02:13.738348,34.59,15.31,22.65,-69.8,manual override
device_009,2025-10-24T09:12:13.738348,40.48,53.39,39.08,-72.7,manual override
,2025-10-24T09:15:13.738348,45.38,28.56,,-91.99,sensor glitch
unknown_device,2025-10-24T09:18:13.738348,error,51.99,61.53,-80.91,out of range
device_002,2025-13-40,19.97,47.65,70.62,,
device_001,2025-10-24T09:24:13.738348,25.69,100.97,63.23,-29.25,
device_006,2025-10-24T09:25:13.738348,38.79,47.08,104.83,-74.29,CRC error
device_010,2025-10-24T09:30:13.738348,23.22,10.38,35.14,-48.28,CRC error
device_001,2025-10-24T09:43:13.738348,20.94,16.33,50.85,-86.58,
device_004,2025-10-24T09:49:13.738348,42.68,60.93,54.25,-104.43,sensor glitch
unknown_device,2025-10-24T09:51:13.738348,N/A,96.86,25.82,-88.18,sensor glitch
unknown_device,2025-10-24T09:55:13.738348,20.53,error,93.65,-31.66,sensor glitch
device_002,2025-10-21T07:58:13.738348,39.58,33.4,83.33,-84.29,manual override
,2025-10-21T08:03:13.738348,22.47,92.83,58.24,-83.74,sensor glitch
device_001,2025-10-21T08:08:13.738348,27.79,26.83,89.29,-54.2,out of range
device_004,2025-10-21T08:10:13.738348,16.23,53.19,42.16,-29.87,out of range
,2025-10-21T08:11:13.738348,21.81,32.9,99.1,-58.84,sensor glitch
device_009,2025-10-21T08:14:13.738348,36.27,15.06,20.57,,manual override
device_005,2025-10-21T08:22:13.738348,37.8,82.5,10.86,-101.93,CRC error
device_010,2025-10-21T08:27:13.738348,21.54,83.22,83.71,-93.43,manual override
unknown_device,2025-10-21T08:42:13.738348,23.02,35.89,85.84,-46.56,sensor glitch
device_006,2025-10-21T08:53:13.738348,43.02,82.92,51.06,-47.8,out of range
device_001,2025-10-21T09:01:13.738348,33.51,94.78,N/A,N/A,sensor glitch
device_005,2025-10-21T09:04:13.738348,35.72,9.67,8.44,-108.13,out of range
device_007,2025-10-21T09:07:13.738348,47.12,97.12,20.55,unknown,manual override
unknown_device,2025-10-21T09:20:13.738348,38.1,error,89.22,-91.22,CRC error
device_003,2025-10-21T09:28:13.738348,,,98.85,-45.18,CRC error
device_001,2025-10-21T09:40:13.738348,33.06,90.39,78.74,error,
,2025-10-21T09:44:13.738348,33.95,22.13,34.7,-134.88,manual override
device_009,2025-10-21T09:53:13.738348,42.75,3.78,93.17,-78.17,out of range
,2025-10-21T10:01:13.738348,20.78,-0.28,77.04,-94.64,out of range
device_001,2025-10-21T10:05:13.738348,37.07,6.5,83.32,-53.3,out of range
device_004,2025-10-21T10:12:13.738348,28.34,73.57,31.63,-56.47,
device_001,2025-10-21T10:22:13.738348,20.42,91.87,31.91,-138.32,out of range
device_003,2025-13-40,26.42,27.57,29.81,error,CRC error
,2025-10-21T10:49:13.738348,28.91,94.89,40.93,unknown,
device_001,2025-10-21T10:58:13.738348,16.34,68.29,error,-80.49,CRC error
,2025-10-21T11:00:13.738348,51.91,32.85,42.7,-81.79,CRC error
device_009,2025-10-21T11:01:13.738348,25.17,77.77,42.76,-91.58,manual override
device_004,2025-10-21T11:12:13.738348,39.82,78.92,62.06,-95.13,sensor glitch
device_006,2025-10-21T11:19:13.738348,45.62,21.91,83.34,-77.01,manual override
device_007,2025-10-21T11:33:13.738348,18.42,error,30.77,-41.57,
,2025-10-21T11:38:13.738348,31.92,14.68,83.15,-124.99,manual override
device_010,2025-10-21T11:51:13.738348,29.73,88.02,91.52,-68.96,sensor glitch
device_008,2025-10-21T11:58:13.738348,11.76,46.42,52.29,-115.04,out of range
device_006,2025-10-21T12:06:13.738348,19.2,35.67,76.9,-76.92,
,2025-10-21T12:10:13.738348,20.53,59.88,35.88,-34.98,
device_004,2025-10-21T12:22:13.738348,35.11,57.68,36.12,-78.15,sensor glitch
device_003,2025-10-21T12:28:13.738348,22.56,40.52,93.32,-65.36,sensor glitch
device_005,2025-10-21T12:36:13.738348,17.57,66.69,42.43,-63.94,manual override
device_004,2025-10-21T12:47:13.738348,31.73,60.54,10.51,-45.9,
device_005,2025-10-21T12:56:13.738348,error,4.18,93.85,-118.21,
device_008,2025-10-21T13:03:13.738348,32.37,7.99,35.49,-41.81,CRC error
device_010,2025-10-21T13:12:13.738348,27.99,74.49,17.61,-62.0,manual override
device_008,2025-10-21T13:25:13.738348,17.73,99.88,65.4,-94.14,manual override
unknown_device,2025-10-21T13:31:13.738348,42.64,17.05,98.79,-108.48,CRC error
device_001,2025-10-21T13:35:13.738348,28.34,46.32,46.95,-55.94,
,2025-10-21T13:41:13.738348,9.36,41.16,17.83,-109.54,manual override
device_001,2025-10-21T13:50:13.738348,16.71,79.71,53.4,-66.53,out of range
device_010,2025-10-21T14:05:13.738348,22.69,32.8,95.77,-74.24,out of range
device_007,2025-10-21T14:13:13.738348,24.1,51.79,40.32,-109.97,manual override
device_009,2025-10-21T14:14:13.738348,42.57,84.67,60.61,-112.77,
device_004,2025-10-21T14:16:13.738348,23.63,53.85,41.71,-98.47,out of range
device_002,2025-10-21T14:25:13.738348,39.94,1.19,65.72,-80.11,
device_009,2025-10-21T14:27:13.738348,37.82,36.29,61.81,-44.6,sensor glitch
device_009,2025-10-21T14:35:13.738348,25.66,83.76,57.9,unknown,sensor glitch
,2025-10-21T14:36:13.738348,11.6,,63.68,-88.98,out of range
device_008,2025-10-21T14:37:13.738348,40.27,94.56,64.28,-104.29,manual override
device_007,2025-10-21T14:49:13.738348,17.78,57.77,49.54,-91.28,
device_010,2025-10-21T15:03:13.738348,38.66,62.6,97.32,-113.5,CRC error
unknown_device,2025-10-21T15:12:13.738348,39.64,58.46,18.21,-84.23,sensor glitch
device_007,2025-10-21T15:24:13.738348,N/A,-2.0,77.46,-78.9,CRC error
device_007,2025-10-21T15:27:13.738348,unknown,64.61,26.36,-104.06,manual override
device_002,2025-10-21T15:28:13.738348,error,20.84,24.67,-58.24,out of range
,2025-10-21T15:43:13.738348,36.09,50.61,84.76,-86.33,CRC error
device_001,2025-10-21T15:54:13.738348,39.02,75.29,58.51,-76.77,manual override
,2025-13-40,28.15,78.28,31.03,-111.31,out of range
device_008,,11.4,41.34,59.82,-67.54,out of range
device_002,2025-10-21T16:25:13.738348,36.68,6.73,67.11,-117.11,out of range
,2025-10-21T16:32:13.738348,37.43,60.82,79.54,-29.62,sensor glitch
device_001,2025-10-21T16:43:13.738348,,24.88,23.16,-95.59,out of range
,2025-10-21T16:56:13.738348,35.83,88.51,89.77,-43.29,CRC error
device_005,2025-10-21T17:01:13.738348,14.05,16.48,26.0,-56.36,
device_004,2025-10-21T17:03:13.738348,39.56,11.67,N/A,-61.22,CRC error
device_007,2025-10-21T17:08:13.738348,24.9,25.87,67.73,-88.75,CRC error
,2025-10-21T17:21:13.738348,28.17,66.59,103.66,-58.28,manual override
device_004,2025-10-21T17:29:13.738348,29.35,88.49,58.72,-28.01,out of range
device_009,2025-10-21T17:38:13.738348,33.86,59.96,54.56,-91.11,manual override
device_008,2025-10-21T17:46:13.738348,16.25,20.32,55.73,-113.33,CRC error
device_004,2025-10-21T17:51:13.738348,27.63,34.0,35.48,-49.26,
device_006,2025-10-21T17:57:13.738348,37.97,,41.32,-112.93,sensor glitch
device_002,2025-10-21T18:03:13.738348,36.52,63.71,40.48,-87.11,CRC error
device_001,2025-10-21T18:09:13.738348,unknown,71.2,71.96,-72.76,manual override
device_003,2025-10-21T18:18:13.738348,37.11,84.59,,-97.62,sensor glitch
device_004,2025-10-21T18:33:13.738348,20.99,80.73,N/A,-98.44,CRC error
device_005,2025-10-21T18:45:13.738348,N/A,57.13,19.43,-44.53,manual override
device_008,invalid,46.63,6.89,69.59,-35.99,
device_008,2025-10-21T19:02:13.738348,31.17,101.78,39.68,-111.96,out of range
device_004,2025-10-21T19:05:13.738348,31.0,11.97,25.88,-104.9,out of range
device_002,2025-10-21T19:11:13.738348,18.85,33.21,47.69,,out of range
unknown_device,2025-10-21T19:26:13.738348,17.17,44.94,16.38,-33.39,
unknown_device,2025-10-21T19:40:13.738348,N/A,72.26,88.46,N/A,manual override
device_007,2025-10-21T19:48:13.738348,36.86,34.64,31.58,-51.4,manual override
device_001,2025-10-21T19:57:13.738348,26.91,38.71,47.2,-34.03,manual override
device_008,2025-10-21T19:58:13.738348,36.39,unknown,87.04,error,manual override
device_004,2025-10-21T20:00:13.738348,43.17,90.86,80.96,-79.64,out of range
device_009,2025-10-21T20:01:13.738348,36.31,94.01,N/A,-71.6,sensor glitch
device_003,2025-10-21T20:13:13.738348,20.55,51.84,38.97,-69.63,out of range
device_001,2025-10-21T20:16:13.738348,29.66,63.25,77.18,-124.09,
unknown_device,2025-10-21T20:23:13.738348,45.53,50.16,79.48,-29.1,manual override
device_007,2025-10-21T20:24:13.738348,38.41,27.76,31.99,-113.61,CRC error
,2025-10-21T20:30:13.738348,,79.84,72.75,-32.12,
device_001,2025-10-21T20:45:13.738348,33.53,53.23,32.26,-58.23,
device_001,2025-10-21T20:51:13.738348,39.71,96.35,11.53,-44.21,
device_010,2025-10-21T20:58:13.738348,18.63,1.83,37.8,-106.9,out of range
device_001,2025-10-21T21:07:13.738348,40.09,40.96,51.57,-104.98,
,2025-10-21T21:17:13.738348,23.28,47.43,55.03,-55.17,out of range
device_008,2025-10-21T21:27:13.738348,44.23,79.62,48.4,-120.23,out of range
,2025-10-21T21:42:13.738348,,60.63,54.1,-85.62,
device_008,2025-10-21T21:56:13.738348,24.27,58.57,32.41,-75.04,sensor glitch
device_004,2025-10-21T22:11:13.738348,21.51,61.9,65.75,-83.87,sensor glitch
device_003,2025-10-21T22:15:13.738348,37.05,81.75,67.5,-78.59,
device_009,2025-10-21T22:23:13.738348,17.75,51.03,109.51,-75.05,sensor glitch
device_004,2025-10-21T22:25:13.738348,43.63,14.34,72.89,-32.12,manual override
device_007,2025-10-21T22:38:13.738348,25.49,44.43,16.34,-108.82,sensor glitch
,2025-10-21T22:49:13.738348,30.53,10.43,34.47,-125.82,sensor glitch
device_009,2025-10-21T22:51:13.738348,29.93,30.21,67.91,-61.63,
device_009,2025-10-21T22:58:13.738348,14.21,66.07,48.15,-52.99,out of range
device_005,2025-10-21T23:00:13.738348,30.03,60.94,33.56,-91.9,out of range
device_009,2025-10-21T23:06:13.738348,25.02,96.85,80.48,-133.71,out of range
device_007,2025-10-21T23:10:13.738348,28.93,66.35,61.59,-81.68,CRC error
device_006,2025-10-21T23:22:13.738348,32.65,64.2,32.73,-26.59,
device_004,2025-10-21T23:23:13.738348,,64.06,43.79,-79.97,sensor glitch
unknown_device,2025-10-21T23:29:13.738348,27.05,19.02,96.71,-73.74,CRC error
device_006,2025-10-21T23:35:13.738348,21.8,22.22,15.97,-28.16,out of range
device_004,2025-10-21T23:47:13.738348,37.56,35.55,57.71,-68.03,sensor glitch
unknown_device,2025-10-21T23:49:13.738348,38.37,98.41,79.55,-36.44,
,2025-10-21T23:55:13.738348,41.2,29.45,98.46,-97.82,out of range
device_008,2025-10-22T00:03:13.738348,unknown,51.95,81.56,-66.4,out of range
device_007,2025-10-22T00:09:13.738348,39.38,44.52,error,-108.13,manual override
device_006,2025-10-22T00:14:13.738348,20.15,34.81,18.99,-128.73,CRC error
device_002,2025-10-22T00:19:13.738348,34.94,66.61,48.88,error,CRC error
device_010,2025-10-22T00:21:13.738348,36.78,54.72,35.87,,CRC error
device_006,2025-10-22T00:28:13.738348,17.79,84.98,87.68,-65.03,manual override
device_006,2025-10-22T00:38:13.738348,41.05,43.57,38.58,-96.21,CRC error
device_009,2025-10-22T00:40:13.738348,37.75,77.32,19.17,-83.38,
unknown_device,2025-10-22T00:47:13.738348,35.2,-0.51,97.3,-107.0,
device_007,2025-10-22T00:50:13.738348,41.15,79.04,73.59,-127.39,
device_004,2025-10-22T01:04:13.738348,18.19,94.73,55.78,-81.78,CRC error
device_005,2025-10-22T01:06:13.738348,30.11,58.46,61.0,N/A,sensor glitch
,2025-10-22T01:12:13.738348,28.14,76.88,38.79,-112.2,out of range
device_002,2025-10-22T01:23:13.738348,35.31,,46.34,-81.33,manual override
device_009,2025-10-22T01:29:13.738348,26.43,94.59,92.23,-70.4,
,2025-10-22T01:43:13.738348,51.4,35.73,28.08,-81.66,out of range
device_002,2025-10-22T01:54:13.738348,25.04,39.53,89.15,-75.35,sensor glitch
device_006,2025-10-22T01:58:13.738348,42.19,95.23,62.49,-104.74,
device_005,2025-10-22T02:10:13.738348,34.05,5.1,38.57,-100.76,CRC error
unknown_device,invalid,22.62,64.95,21.07,-113.49,sensor glitch
device_007,2025-10-22T02:33:13.738348,,94.48,45.5,-52.32,out of range
device_003,2025-10-22T02:41:13.738348,26.58,57.91,44.19,-14.01,CRC error
device_005,2025-10-22T02:53:13.738348,19.88,29.95,55.33,-87.26,out of range
,2025-10-22T03:05:13.738348,38.1,33.59,24.42,-77.02,
device_010,2025-10-22T03:09:13.738348,32.91,64.72,73.4,-95.59,out of range
device_002,2025-10-22T03:17:13.738348,35.95,98.21,65.65,-29.63,manual override
device_001,2025-10-22T03:29:13.738348,41.55,90.66,N/A,-55.69,sensor glitch
device_004,2025-10-22T03:32:13.738348,21.68,97.83,63.09,-69.16,
device_005,2025-10-22T03:33:13.738348,20.82,37.38,43.79,-53.53,CRC error
device_005,2025-10-22T03:43:13.738348,34.92,80.0,12.15,-104.35,out of range
,2025-10-22T03:58:13.738348,,90.67,23.92,-51.51,out of range
device_002,2025-10-22T04:02:13.738348,30.9,59.51,79.25,-77.75,
,2025-10-22T04:07:13.738348,42.97,45.22,98.25,-38.12,manual override
device_002,2025-10-22T04:22:13.738348,32.66,64.91,35.02,-134.86,CRC error
device_005,2025-10-22T04:29:13.738348,29.24,6.41,19.37,-43.6,manual override
